iso3,year,games_type,gold,silver,bronze,total_medals,has_medal,country,population,gdp_current_usd,gdp_per_capita,life_expectancy,adult_literacy_rate,unemployment_rate
JAM,2020,Summer,4.0,1.0,4.0,9.0,1,Jamaica,2830739.0,13812421835.7369,4879.44025773374,71.452,,6.501
JOR,2020,Summer,0.0,1.0,1.0,2.0,1,Jordan,10865228.0,43700383098.5916,4022.0401356135,75.583,,19.213
KAZ,2020,Summer,0.0,0.0,8.0,8.0,1,Kazakhstan,19482117.0,171082365861.423,8781.50797787648,71.195,,4.89
KEN,2020,Summer,4.0,4.0,2.0,10.0,1,Kenya,52217334.0,100657505750.545,1927.66459027849,61.596,,5.619
SRB,2020,Summer,2.0,0.0,0.0,2.0,1,Kosovo,1790151.0,7717145217.81247,4310.89065548799,74.212,99.3399963378906,8.439
SRB,2020,Summer,2.0,0.0,0.0,2.0,1,Serbia,6899126.0,55874017668.998,8098.70955668849,74.4780487804878,99.3399963378906,9.011
SRB,2020,Summer,3.0,1.0,5.0,9.0,1,Kosovo,1790151.0,7717145217.81247,4310.89065548799,74.212,99.3399963378906,9.011
SRB,2020,Summer,3.0,1.0,5.0,9.0,1,Serbia,6899126.0,55874017668.998,8098.70955668849,74.4780487804878,99.3399963378906,9.011
KWT,2020,Summer,0.0,0.0,1.0,1.0,1,Kuwait,4400267.0,111045470461.207,25236.0755520534,78.7609756097561,96.4599990844727,3.557
KGZ,2020,Summer,0.0,2.0,1.0,3.0,1,Kyrgyz Republic,6726596.0,8270468614.24051,1229.51766602907,71.8,,4.63
LTU,2020,Summer,0.0,1.0,0.0,1.0,1,Lithuania,2810369.0,57412038533.2718,20428.6478157394,75.0292682926829,,8.487
MYS,2020,Summer,0.0,1.0,1.0,2.0,1,Malaysia,33889558.0,337456163961.211,9957.52626697613,76.057,95.7699966430664,4.54
MEX,2020,Summer,0.0,0.0,4.0,4.0,1,Mexico,126799054.0,1121064767401.51,8841.2707511328,70.449,95.25,4.44
MDA,2020,Summer,0.0,0.0,1.0,1.0,1,Moldova,2635130.0,11530746234.4492,4375.7788930524,69.914,,1.186
MNG,2020,Summer,0.0,1.0,3.0,4.0,1,Mongolia,3327204.0,13312981429.0891,4001.25193077703,71.3490243902439,99.1800003051758,6.594
MAR,2020,Summer,1.0,0.0,0.0,1.0,1,Morocco,36584208.0,121353645057.144,3268.0302734375,73.133,,11.223
NAM,2020,Summer,0.0,1.0,0.0,1.0,1,Namibia,2728762.0,10583748541.5258,3878.58982993966,64.071,,21.004
NGA,2020,Summer,0.0,1.0,1.0,2.0,1,Niger,23717613.0,13744653103.058,579.512495758236,59.89,35.6100006103516,0.594
NGA,2020,Summer,0.0,1.0,1.0,2.0,1,Nigeria,213996181.0,432198898467.795,2019.65706326224,53.072,35.6100006103516,5.742
MKD,2020,Summer,0.0,1.0,0.0,1.0,1,North Macedonia,1856124.0,12361036913.8409,6659.59651070776,74.3951219512195,,16.575
PHL,2020,Summer,1.0,2.0,1.0,4.0,1,Philippines,112081264.0,361751145451.597,3227.57910235199,70.097,98.4700012207031,2.522
PRT,2020,Summer,1.0,1.0,2.0,4.0,1,Portugal,10297081.0,229618773422.577,22299.4044062173,81.3292682926829,,6.801
PRI,2020,Summer,1.0,0.0,0.0,1.0,1,,,,,,,
QAT,2020,Summer,2.0,0.0,1.0,3.0,1,Qatar,2794148.0,144411363351.648,51683.5054376677,80.409,,0.14
ROU,2020,Summer,1.0,3.0,0.0,4.0,1,Romania,19265250.0,252033792712.145,13082.3006559554,74.2536585365854,,5.035
SMR,2020,Summer,0.0,1.0,2.0,3.0,1,San Marino,34770.0,1544714493.24409,44426.6463400658,82.65,99.9100036621094,
SAU,2020,Summer,0.0,1.0,0.0,1.0,1,Saudi Arabia,31552510.0,767951200000.0,24338.8307301067,77.596,97.5899963378906,7.66
ZAF,2020,Summer,1.0,2.0,0.0,3.0,1,South Africa,60562381.0,337974655408.055,5580.60383075189,65.15,,29.217
SYR,2020,Summer,0.0,0.0,1.0,1.0,1,Syrian Arab Republic,21049429.0,12047752036.091,572.355289831901,71.944,,15.191
THA,2020,Summer,1.0,0.0,1.0,2.0,1,Thailand,71641484.0,500461898480.246,6985.64393892574,77.331,91.0999984741211,1.099
TUN,2020,Summer,1.0,1.0,0.0,2.0,1,Tunisia,11974057.0,42491780918.361,3548.65363663803,75.004,,17.656
TUR,2020,Summer,2.0,2.0,9.0,13.0,1,Turkiye,83384680.0,720338490327.248,8638.73903848102,76.525,,13.148
TKM,2020,Summer,0.0,1.0,0.0,1.0,1,Turkmenistan,6949912.0,45818000000.0,6592.60146027748,68.846,99.9000015258789,4.501
UGA,2020,Summer,2.0,1.0,1.0,4.0,1,Uganda,44457152.0,37600368239.8824,845.76646385001,66.41,,3.831
UZB,2020,Summer,3.0,0.0,2.0,5.0,1,Uzbekistan,33586372.0,66443265418.3086,1978.28051860763,71.461,100.0,5.293
VEN,2020,Summer,1.0,3.0,0.0,4.0,1,"Venezuela, RB",28444077.0,,,72.369,,7.53
LIE,2020,Summer,0.0,0.0,0.0,0.0,0,Liechtenstein,38901.0,6405870210.32293,164671.093553454,81.6585365853659,,
DZA,2020,Summer,0.0,0.0,0.0,0.0,0,Algeria,44042091.0,164873415325.201,3743.5419522929,73.257,,14.057
BDI,2020,Summer,0.0,0.0,0.0,0.0,0,Burundi,12617036.0,2649680261.44299,210.008139902508,62.569,71.4078166079164,1.03
SGP,2020,Summer,0.0,0.0,0.0,0.0,0,Singapore,5685807.0,349165858544.568,61410.0792630788,83.5439024390244,97.129997253418,4.1
TJK,2020,Summer,0.0,0.0,0.0,0.0,0,Tajikistan,9749310.0,8133963550.65742,834.311715460625,68.605,,12.321
TTO,2020,Summer,0.0,0.0,0.0,0.0,0,Trinidad and Tobago,1366725.0,20991339706.5613,15358.8612973066,72.645,,4.206
ARE,2020,Summer,0.0,0.0,0.0,0.0,0,United Arab Emirates,9401038.0,349473015330.157,37173.8754093066,81.936,98.2900009155273,4.294
VNM,2020,Summer,0.0,0.0,0.0,0.0,0,Viet Nam,98079191.0,346615738537.796,3534.03953482647,75.383,96.129997253418,2.103
AFG,2020,Summer,0.0,0.0,0.0,0.0,0,Afghanistan,39068979.0,19955929052.1496,510.787063366811,61.454,35.9865546430738,11.71
CMR,2020,Summer,0.0,0.0,0.0,0.0,0,Cameroon,26210558.0,40773241177.0505,1555.60370660749,61.674,,3.87
CYP,2020,Summer,0.0,0.0,0.0,0.0,0,Cyprus,1302247.0,25555093854.2968,28649.015625,81.23,,7.755
GAB,2020,Summer,0.0,0.0,0.0,0.0,0,Gabon,2322539.0,15342236163.9943,6605.80346077904,67.073,,21.27
GTM,2020,Summer,0.0,0.0,0.0,0.0,0,Guatemala,17357325.0,77719464220.73,4477.61761796418,69.971,83.0299987792969,2.955
MNE,2020,Summer,0.0,0.0,0.0,0.0,0,Montenegro,626590.0,4769996866.00758,7612.62845881291,75.9317073170732,,17.878
CHL,2020,Summer,0.0,0.0,0.0,0.0,0,Chile,19370624.0,254042159309.311,13114.815470545,79.349,,10.934
ISL,2020,Summer,0.0,0.0,0.0,0.0,0,Iceland,366463.0,21629953194.0659,59023.5663465778,83.0634146341463,,5.478
MUS,2020,Summer,0.0,0.0,0.0,0.0,0,Mauritius,1266014.0,11408106446.3144,9011.04288445023,74.1770731707317,,8.626
PAN,2020,Summer,0.0,0.0,0.0,0.0,0,Panama,4293261.0,57059846500.0,13290.5608347594,76.33,,14.663
WSM,2020,Summer,0.0,0.0,0.0,0.0,0,Samoa,211944.0,868898358.266437,4099.6600907147,70.727,,7.435
SDN,2020,Summer,0.0,0.0,0.0,0.0,0,Sudan,46789231.0,27034593750.0,577.795227050781,65.124,,11.958
TGO,2020,Summer,0.0,0.0,0.0,0.0,0,Togo,8669720.0,7400284167.78479,853.578220263722,61.123,72.5999984741211,2.225
ZWE,2020,Summer,0.0,0.0,0.0,0.0,0,Zimbabwe,15526888.0,26868564055.12,1730.45391034701,61.53,,8.621
ERI,2020,Summer,0.0,0.0,0.0,0.0,0,Eritrea,3291271.0,,,66.98,,6.088
PRY,2020,Summer,0.0,0.0,0.0,0.0,0,Paraguay,6603739.0,35432178068.1814,5365.47220721191,72.72,94.5400009155273,7.548
BRB,2020,Summer,0.0,0.0,0.0,0.0,0,Barbados,281698.0,5168344450.0,18347.1109131055,76.647,,9.777
CRI,2020,Summer,0.0,0.0,0.0,0.0,0,Costa Rica,5034320.0,62395610759.9798,12394.0493969354,79.725,,16.432
MOZ,2020,Summer,0.0,0.0,0.0,0.0,0,Mozambique,30783688.0,14235420174.1884,462.433876479921,61.39,59.7799987792969,3.921
LKA,2020,Summer,0.0,0.0,0.0,0.0,0,Sri Lanka,21919000.0,84335574581.5072,3847.60137695639,76.928,92.379997253418,5.364
URY,2020,Summer,0.0,0.0,0.0,0.0,0,Uruguay,3398968.0,53559359261.826,15757.5355995779,78.381,98.9665883559203,10.413
TON,2020,Summer,0.0,0.0,0.0,0.0,0,Tonga,105704.0,496856303.949489,4700.44940541029,72.379,,2.699
ZMB,2020,Summer,0.0,0.0,0.0,0.0,0,Zambia,19059395.0,18137764930.651,951.644316655957,63.361,81.7591544152556,6.033
PAK,2020,Summer,0.0,0.0,0.0,0.0,0,Pakistan,235001746.0,300425609817.981,1278.39735206896,65.701,,6.127
PER,2020,Summer,0.0,0.0,0.0,0.0,0,Peru,32838579.0,201409694755.934,6133.32552410183,73.832,94.5,7.179
SUR,2020,Summer,0.0,0.0,0.0,0.0,0,Suriname,612317.0,2911807496.20227,4755.39221710693,72.321,,8.76
LUX,2020,Summer,0.0,0.0,0.0,0.0,0,Luxembourg,630419.0,73670782100.3909,116860.02817236,82.1439024390244,,6.766
DJI,2020,Summer,0.0,0.0,0.0,0.0,0,Djibouti,1105188.0,3144136196.6228,2844.88810647853,64.2,,27.713
SEN,2020,Summer,0.0,0.0,0.0,0.0,0,Senegal,16789219.0,24530513037.7518,1461.08720350553,67.496,,3.437
VIR,2020,Summer,0.0,0.0,0.0,0.0,0,,,,,,,
GUY,2020,Summer,0.0,0.0,0.0,0.0,0,Guyana,807481.0,5471256594.72422,6775.70939096303,67.751,85.6399993896484,15.334
LBN,2020,Summer,0.0,0.0,0.0,0.0,0,Lebanon,5702398.0,31712128253.7961,5561.19166950397,76.299,,13.284
TZA,2020,Summer,0.0,0.0,0.0,0.0,0,Tanzania,60972798.0,66068737786.0639,1117.41528320313,66.771,82.232634463345,2.781
IRQ,2020,Summer,0.0,0.0,0.0,0.0,0,Iraq,42116605.0,180898797516.874,4295.18945121228,69.651,,15.778
HTI,2020,Summer,0.0,0.0,0.0,0.0,0,Haiti,11243848.0,14508222518.3018,1290.32538667383,63.773,,15.546
MCO,2020,Summer,0.0,0.0,0.0,0.0,0,Monaco,38050.0,6730736282.78961,176891.886538492,86.089,,
NPL,2020,Summer,0.0,0.0,0.0,0.0,0,Nepal,28966574.0,33433659301.2466,1154.21517578318,69.106,,12.975
AUS,2018,Winter,0.0,2.0,1.0,3.0,1,Australia,24963258.0,1427809041019.44,57196.4220783778,82.7487804878049,,5.3
AUT,2018,Winter,5.0,3.0,6.0,14.0,1,Austria,8840521.0,452582294972.775,51194.0749841299,81.6926829268293,,4.933
BLR,2018,Winter,2.0,1.0,0.0,3.0,1,Belarus,9438785.0,60031026576.26,6360.037502312,74.1756097560976,,4.763
BEL,2018,Winter,0.0,1.0,0.0,1.0,1,Belgium,11427054.0,542638913427.921,47487.2100392561,81.5951219512195,,5.941
CAN,2018,Winter,11.0,8.0,10.0,29.0,1,Canada,37072620.0,1725329192783.02,46539.1761570405,81.8087804878049,,5.837
CZE,2018,Winter,2.0,2.0,3.0,7.0,1,Czechia,10629928.0,251992360762.236,23705.9329811299,79.0292682926829,,2.246
EST,2018,Winter,0.0,0.0,0.0,0.0,0,Estonia,1321977.0,31222632740.7247,23618.1361254581,78.2439024390244,,5.412
FIN,2018,Winter,1.0,1.0,4.0,6.0,1,Finland,5515525.0,273869255596.078,49654.2497035329,81.7341463414634,,7.361
FRA,2018,Winter,5.0,4.0,6.0,15.0,1,France,67158348.0,2781576320884.39,41418.1766484844,82.6756097560976,,9.018
DEU,2018,Winter,14.0,10.0,7.0,31.0,1,Germany,82905782.0,4052008447223.53,48874.8595028454,80.8926829268293,,3.384
HUN,2018,Winter,1.0,0.0,0.0,1.0,1,Hungary,9706964.0,161184691013.835,16605.0570511887,76.0658536585366,,3.708
ITA,2018,Winter,3.0,2.0,5.0,10.0,1,Italy,60148658.0,2099435266458.67,34904.1081923834,83.3463414634146,,10.61
JPN,2018,Winter,4.0,5.0,4.0,13.0,1,Japan,126811000.0,5040880939324.86,39751.1330982711,84.2109756097561,,2.467
LVA,2018,Winter,0.0,0.0,1.0,1.0,1,Latvia,1927174.0,33247935477.3576,17252.1710428626,74.7829268292683,,7.412
NLD,2018,Winter,8.0,6.0,6.0,20.0,1,Curacao,159336.0,3046364804.46927,19119.1243941688,76.493,,3.82
NLD,2018,Winter,8.0,6.0,6.0,20.0,1,Netherlands,17231624.0,929733599796.862,53955.0770024266,81.8121951219512,,3.832
NZL,2018,Winter,0.0,0.0,2.0,2.0,1,New Zealand,4900600.0,211985631173.205,43257.0769238879,81.7073170731707,,4.335
NOR,2018,Winter,14.0,14.0,11.0,39.0,1,Norway,5311916.0,439788625883.8,82792.8427113304,82.7585365853659,,3.801
CHN,2018,Winter,1.0,6.0,2.0,9.0,1,China,1402760000.0,14147765772963.8,10085.6638148819,77.709,96.7399978637695,4.31
POL,2018,Winter,1.0,0.0,1.0,2.0,1,Poland,37974750.0,594616632477.019,15658.210586693,77.6024390243903,,3.835
RUS,2018,Winter,2.0,6.0,9.0,17.0,1,Russian Federation,145398106.0,1657328773461.31,11211.8876953125,72.6621951219512,,4.871
PRK,2018,Winter,5.0,8.0,4.0,17.0,1,"Korea, Dem. People's Rep.",25931147.0,,,73.02,,2.757
SVK,2018,Winter,1.0,2.0,0.0,3.0,1,Slovak Republic,5446771.0,106611673364.837,19573.3717031314,77.2658536585366,,6.544
SVN,2018,Winter,0.0,1.0,1.0,2.0,1,Slovenia,2073894.0,53689067639.9176,25888.0481065655,81.3780487804878,,5.108
ESP,2018,Winter,0.0,0.0,2.0,2.0,1,Spain,46782011.0,1431642809327.06,30602.4212881113,83.4317073170732,98.4400024414062,15.255
SWE,2018,Winter,7.0,6.0,1.0,14.0,1,Sweden,10175214.0,551312498430.164,54181.9069780904,82.5585365853659,,6.365
CHE,2018,Winter,5.0,6.0,4.0,15.0,1,Switzerland,8514329.0,725568717468.001,85217.3691512274,83.7536585365854,,4.713
UKR,2018,Winter,1.0,0.0,0.0,1.0,1,Ukraine,45208907.0,130891088293.55,3059.0517578125,73.569,,8.799
GBR,2018,Winter,1.0,0.0,4.0,5.0,1,United Kingdom,66289000.0,2871340347581.79,43315.4874501318,81.2560975609756,,4.12
USA,2018,Winter,9.0,8.0,6.0,23.0,1,United States,328529577.0,20656516000000.0,62875.6661382728,78.6390243902439,,3.896
ARG,2018,Winter,0.0,0.0,0.0,0.0,0,Argentina,44654882.0,524819892360.176,11752.7998922979,76.77,99.1399993896484,9.22
ARM,2018,Winter,0.0,0.0,0.0,0.0,0,Armenia,2969000.0,12457940694.7395,4196.00562301769,75.619512195122,99.7900009155273,18.966
AZE,2018,Winter,0.0,0.0,0.0,0.0,0,Azerbaijan,9939771.0,47112470051.7701,4739.7943123408,73.016,,4.9
BHS,2018,Winter,0.0,0.0,0.0,0.0,0,,,,,,,
BHR,2018,Winter,0.0,0.0,0.0,0.0,0,Bahrain,1503091.0,39567978723.4043,26324.4066549559,80.412,97.870002746582,1.2
BMU,2018,Winter,0.0,0.0,0.0,0.0,0,Bermuda,63831.0,7225977000.0,113204.82210838,80.986,,
BWA,2018,Winter,0.0,0.0,0.0,0.0,0,Botswana,2299141.0,17031943186.1353,7407.95940141786,66.371,,19.681
BRA,2018,Winter,0.0,0.0,0.0,0.0,0,Brazil,206107261.0,1916933898010.99,9300.66164923219,75.633,93.2300033569336,12.329
BGR,2018,Winter,0.0,0.0,0.0,0.0,0,Bulgaria,6710798.0,66251582035.9412,9872.38507789106,74.9634146341464,,5.211
BFA,2018,Winter,0.0,0.0,0.0,0.0,0,Burkina Faso,20438288.0,15890066221.2882,777.465618514048,59.972,39.3499984741211,4.695
TWN,2018,Winter,0.0,0.0,0.0,0.0,0,,,,,,,
COL,2018,Winter,0.0,0.0,0.0,0.0,0,Colombia,49024465.0,334198218098.276,6816.96818309544,76.579,95.0899963378906,9.36
HRV,2018,Winter,0.0,0.0,0.0,0.0,0,Croatia,3988775.0,61668130122.5878,15460.4183295843,77.919512195122,,8.432
CUB,2018,Winter,0.0,0.0,0.0,0.0,0,Cuba,11227118.0,100050036096.123,8911.46205964193,77.426,,1.7
CIV,2018,Winter,0.0,0.0,0.0,0.0,0,Cote d'Ivoire,27464173.0,58522477786.6889,2130.86619381144,59.795,,2.85
DNK,2018,Winter,0.0,0.0,0.0,0.0,0,Denmark,5793636.0,355293374912.393,61324.7665045565,80.9536585365854,,5.131
DOM,2018,Winter,0.0,0.0,0.0,0.0,0,Dominican Republic,10782053.0,84994732049.3461,7882.98221584944,73.555,93.4355831240379,5.861
ECU,2018,Winter,0.0,0.0,0.0,0.0,0,Ecuador,17049547.0,107478961000.0,6303.91886658338,77.248,93.629997253418,3.53
EGY,2018,Winter,0.0,0.0,0.0,0.0,0,"Egypt, Arab Rep.",105682094.0,262588632526.73,2484.70315630508,70.974,79.4565788949049,9.855
ETH,2018,Winter,0.0,0.0,0.0,0.0,0,Ethiopia,112664152.0,84269180856.9147,747.968003672674,65.257,60.4599990844727,2.802
FJI,2018,Winter,0.0,0.0,0.0,0.0,0,Fiji,917180.0,5581425327.44397,6085.41979485376,66.965,,4.335
GEO,2018,Winter,0.0,0.0,0.0,0.0,0,Georgia,3726549.0,17902544880.6471,4804.0546040444,73.985,99.6500015258789,12.667
GHA,2018,Winter,0.0,0.0,0.0,0.0,0,Ghana,30637585.0,67259353965.6087,2195.32166016377,64.138,,3.253
GRC,2018,Winter,0.0,0.0,0.0,0.0,0,Greece,10732882.0,213298873494.394,19873.4015238771,81.7878048780488,,19.179
GRD,2018,Winter,0.0,0.0,0.0,0.0,0,Grenada,115691.0,1166514814.81481,10083.021279225,74.957,,
HKG,2018,Winter,0.0,0.0,0.0,0.0,0,"Hong Kong SAR, China",7452600.0,361731070995.726,48537.5668888343,84.869756097561,,2.805
IND,2018,Winter,0.0,0.0,0.0,0.0,0,India,1374659064.0,2702929641648.74,1966.25455171679,70.415,73.6975430256976,7.652
IDN,2018,Winter,0.0,0.0,0.0,0.0,0,Indonesia,269951846.0,1042271532988.63,3860.95353090726,70.08,95.6600036621094,4.387
IRL,2018,Winter,0.0,0.0,0.0,0.0,0,Ireland,4898022.0,395461216460.418,80738.9628834696,82.2048780487805,,5.741
IRN,2018,Winter,0.0,0.0,0.0,0.0,0,"Iran, Islamic Rep.",86117998.0,398880231367.268,4631.78709016514,76.621,86.8687468655024,12.195
ISR,2018,Winter,0.0,0.0,0.0,0.0,0,Israel,8882800.0,376299083108.497,42362.6652754196,82.8024390243903,,3.917
JAM,2018,Winter,0.0,0.0,0.0,0.0,0,Jamaica,2820097.0,15730792876.2656,5578.10347525832,71.606,,5.47
JOR,2018,Winter,0.0,0.0,0.0,0.0,0,Jordan,10462306.0,43370860704.2254,4145.43989673265,76.491,95.4300003051758,18.257
KAZ,2018,Winter,0.0,0.0,1.0,1.0,1,Kazakhstan,18932727.0,179339977690.485,9472.48527327758,73.369,,4.85
KEN,2018,Winter,0.0,0.0,0.0,0.0,0,Kenya,50207107.0,92202979985.2863,1836.45275528993,62.825,,4.284
SRB,2018,Winter,0.0,0.0,0.0,0.0,0,Kosovo,1797086.0,7878759714.82322,4384.18624084947,77.117,99.3399963378906,9.011
SRB,2018,Winter,0.0,0.0,0.0,0.0,0,Serbia,6982604.0,52787520248.9242,7559.86165747394,75.890243902439,99.3399963378906,12.733
KWT,2018,Winter,0.0,0.0,0.0,0.0,0,Kuwait,4323515.0,138646316321.596,32067.9623689512,80.1063658536585,96.0599975585938,2.204
KGZ,2018,Winter,0.0,0.0,0.0,0.0,0,Kyrgyz Republic,6444079.0,8271106235.41552,1283.5203037417,71.4,,3.67
LTU,2018,Winter,0.0,0.0,0.0,0.0,0,Lithuania,2819200.0,54261795148.5372,19247.2315367967,75.6804878048781,,6.147
MYS,2018,Winter,0.0,0.0,0.0,0.0,0,Malaysia,32910967.0,358788845712.53,10901.8019954421,75.734,94.8499984741211,3.3
MEX,2018,Winter,0.0,0.0,0.0,0.0,0,Mexico,124573711.0,1256300182775.8,10084.7937553679,74.301,95.379997253418,3.275
MDA,2018,Winter,0.0,0.0,0.0,0.0,0,Moldova,2707203.0,11252353420.8798,4156.44981956646,70.236,,1.196
MNG,2018,Winter,0.0,0.0,0.0,0.0,0,Mongolia,3208189.0,13178094720.4986,4107.64288528468,70.8270731707317,96.9000015258789,5.377
MAR,2018,Winter,0.0,0.0,0.0,0.0,0,Morocco,35839760.0,127341147581.818,3501.69799804688,73.946,,9.271
NAM,2018,Winter,0.0,0.0,0.0,0.0,0,Namibia,2577327.0,13682019076.4022,5308.60813408705,62.579,88.3295050309237,19.877
NGA,2018,Winter,0.0,0.0,0.0,0.0,0,Niger,22188069.0,12837307496.8821,578.568035680892,59.765,33.0499992370605,0.535
NGA,2018,Winter,0.0,0.0,0.0,0.0,0,Nigeria,204938755.0,421739251509.08,2057.87944554011,52.669,33.0499992370605,5.067
MKD,2018,Winter,0.0,0.0,0.0,0.0,0,North Macedonia,1889051.0,12683068114.2388,6713.98925398989,76.6487804878049,,21.208
PHL,2018,Winter,0.0,0.0,0.0,0.0,0,Philippines,109465287.0,346841896587.313,3168.51036609727,69.761,98.4700012207031,2.338
PRT,2018,Winter,0.0,0.0,0.0,0.0,0,Portugal,10283822.0,242092894542.888,23541.1401075289,81.3243902439024,,6.994
PRI,2018,Winter,0.0,0.0,0.0,0.0,0,,,,,,,
QAT,2018,Winter,0.0,0.0,0.0,0.0,0,Qatar,2580734.0,183334953818.681,71039.8490579352,82.714,,0.11
ROU,2018,Winter,0.0,0.0,0.0,0.0,0,Romania,19473970.0,243468683030.34,12502.2624061935,75.3585365853659,,4.187
SMR,2018,Winter,0.0,0.0,0.0,0.0,0,San Marino,34522.0,1655353653.05934,47950.6880557136,85.095,99.9100036621094,
SAU,2018,Winter,0.0,0.0,0.0,0.0,0,Saudi Arabia,30196281.0,886564800000.0,29360.0658968566,78.75,97.5899963378906,6.029
ZAF,2018,Winter,0.0,0.0,0.0,0.0,0,South Africa,58613001.0,405260723892.517,6914.1780318076,65.726,,26.906
SYR,2018,Winter,0.0,0.0,0.0,0.0,0,Syrian Arab Republic,19577845.0,21497782867.6426,1098.0668642357,67.371,,13.497
THA,2018,Winter,0.0,0.0,0.0,0.0,0,Thailand,71376079.0,506754208404.485,7099.77650081458,77.19,93.7699966430664,0.765
TUN,2018,Winter,0.0,0.0,0.0,0.0,0,Tunisia,11765514.0,42686504459.801,3628.10366464236,75.37,79.4800033569336,15.459
TUR,2018,Winter,0.0,0.0,0.0,0.0,0,Turkiye,81407204.0,778972108040.602,9568.83506330228,77.454,,10.956
TKM,2018,Winter,0.0,0.0,0.0,0.0,0,Turkmenistan,6655524.0,40765428571.4286,6125.05169712085,69.272,99.9000015258789,4.044
UGA,2018,Winter,0.0,0.0,0.0,0.0,0,Uganda,41565831.0,32927025619.6795,792.16570022814,65.775,,3.25
UZB,2018,Winter,0.0,0.0,0.0,0.0,0,Uzbekistan,32373490.0,58695899092.1083,1813.08530813664,71.999,99.9899978637695,5.389
VEN,2018,Winter,0.0,0.0,0.0,0.0,0,"Venezuela, RB",29807592.0,,,72.641,,5.46
LIE,2018,Winter,0.0,0.0,1.0,1.0,1,Liechtenstein,38246.0,6692620691.84146,174988.775083446,83.0414634146342,,
DZA,2018,Winter,0.0,0.0,0.0,0.0,0,Algeria,42505035.0,194554483655.528,4577.21029180491,75.555,,12.137
BDI,2018,Winter,0.0,0.0,0.0,0.0,0,Burundi,11859446.0,2667182199.51333,224.89939239264,61.806,71.4078166079164,1.146
SGP,2018,Winter,0.0,0.0,0.0,0.0,0,Singapore,5638676.0,377123710560.614,66881.6067035265,83.2975609756098,97.3399963378906,3.613
TJK,2018,Winter,0.0,0.0,0.0,0.0,0,Tajikistan,9307333.0,7764999999.45362,834.288404578801,70.737,,11.437
TTO,2018,Winter,0.0,0.0,0.0,0.0,0,Trinidad and Tobago,1359193.0,23888910151.9167,17575.8042838042,72.658,,3.498
ARE,2018,Winter,0.0,0.0,0.0,0.0,0,United Arab Emirates,9346701.0,427049432157.931,45689.8570049401,82.449,98.2900009155273,2.236
VNM,2018,Winter,0.0,0.0,0.0,0.0,0,Viet Nam,96237319.0,310106478394.659,3222.31003125366,74.1,96.129997253418,1.161
AFG,2018,Winter,0.0,0.0,0.0,0.0,0,Afghanistan,36743039.0,18053222687.4126,491.337221382603,62.443,35.9865546430738,11.196
CMR,2018,Winter,0.0,0.0,0.0,0.0,0,Cameroon,24806383.0,39955552189.795,1610.69641591017,61.189,72.5500030517578,3.601
CYP,2018,Winter,0.0,0.0,0.0,0.0,0,Cyprus,1270737.0,25754001367.5448,29599.986328125,81.556,,8.504
GAB,2018,Winter,0.0,0.0,0.0,0.0,0,Gabon,2212318.0,16867326401.9626,7624.2775233771,67.043,,20.439
GTM,2018,Winter,0.0,0.0,0.0,0.0,0,Guatemala,16845685.0,73328365862.4329,4352.94651790253,71.496,80.8099975585938,2.283
MNE,2018,Winter,0.0,0.0,0.0,0.0,0,Montenegro,626438.0,5506942238.35668,8790.88152116679,77.8853658536585,98.5299987792969,15.19
CHL,2018,Winter,0.0,0.0,0.0,0.0,0,Chile,18893191.0,295857562991.709,15659.4808675628,80.559,,7.623
ISL,2018,Winter,0.0,0.0,0.0,0.0,0,Iceland,352721.0,26260850582.0687,74452.1890731447,82.8609756097561,,2.704
MUS,2018,Winter,0.0,0.0,0.0,0.0,0,Mauritius,1265577.0,14735695930.9727,11643.4605962124,74.4163414634146,,6.426
PAN,2018,Winter,0.0,0.0,0.0,0.0,0,Panama,4167860.0,67316471200.0,16151.3273478476,78.266,95.4100036621094,5.161
WSM,2018,Winter,0.0,0.0,0.0,0.0,0,Samoa,207582.0,878448433.404342,4231.81409469194,71.052,,8.639
SDN,2018,Winter,0.0,0.0,0.0,0.0,0,Sudan,44230596.0,32333780383.2924,731.027465820313,65.501,,12.303
TGO,2018,Winter,0.0,0.0,0.0,0.0,0,Togo,8258778.0,7029300383.08031,851.130806891807,60.601,72.5999984741211,2.898
ZWE,2018,Winter,0.0,0.0,0.0,0.0,0,Zimbabwe,15034452.0,34156057417.3285,2271.85250365817,60.906,,6.793
ERI,2018,Winter,0.0,0.0,0.0,0.0,0,Eritrea,3192760.0,,,66.979,,5.511
PRY,2018,Winter,0.0,0.0,0.0,0.0,0,Paraguay,6427382.0,40225448340.6322,6258.44991640954,73.627,94.0199966430664,6.217
BRB,2018,Winter,0.0,0.0,0.0,0.0,0,Barbados,280711.0,5629916200.0,20055.915870771,76.378,,8.322
CRI,2018,Winter,0.0,0.0,0.0,0.0,0,Costa Rica,4957818.0,62420164991.5444,12590.2493781628,80.09,,9.01
MOZ,2018,Winter,0.0,0.0,0.0,0.0,0,Mozambique,29018644.0,15017358952.8452,517.507260258101,60.79,59.7799987792969,3.604
LKA,2018,Winter,0.0,0.0,0.0,0.0,0,Sri Lanka,21670000.0,94450015982.8405,4358.56095906047,76.485,91.7099990844727,4.318
URY,2018,Winter,0.0,0.0,0.0,0.0,0,Uruguay,3394534.0,65344577415.7535,19249.9404677501,77.527,98.6999969482422,8.336
